IDSTUD;ITSEX;IDBOOK;ASBG01;ASBG03;ASBG04;ASBG05A;ASBG05B;ASBG05C;ASBG05D;ASBG05E;ASBG05F;ASBG05G;ASBG05H;ASBG05I;ASBG05J;ASBG05K;ASBG06;ASBG07A;ASBG07B;ASBG08A;ASBG08B;ASBG09A;ASBG09B;ASBG09C;ASBG09D;ASBG09E;ASBG09F;ASBG09G;ASBG09H;ASBG10A;ASBG10B;ASBG10C;ASBG10D;ASBG10E;ASBG10F;ASBG11A;ASBG11B;ASBG11C;ASBG11D;ASBG11E;ASBG11F;ASBG11G;ASBG11H;ASBG11I;ASBG11J;ASBR01A;ASBR01B;ASBR01C;ASBR01D;ASBR01E;ASBR01F;ASBR01G;ASBR01H;ASBR01I;ASBR02A;ASBR02B;ASBR02C;ASBR02D;ASBR02E;ASBR03A;ASBR03B;ASBR03C;ASBR04;ASBR05;ASBR06A;ASBR06B;ASBR07A;ASBR07B;ASBR07C;ASBR07D;ASBR07E;ASBR07F;ASBR07G;ASBR07H;ASBR08A;ASBR08B;ASBR08C;ASBR08D;ASBR08E;ASBR08F;ASDAGE;TOTWGT;SENWGT;JKREP;JKZONE;ASRREA01;ASRREA02;ASRREA03;ASRREA04;ASRREA05;ASRLIT01;ASRLIT02;ASRLIT03;ASRLIT04;ASRLIT05;ASRINF01;ASRINF02;ASRINF03;ASRINF04;ASRINF05;ASRIIE01;ASRIIE02;ASRIIE03;ASRIIE04;ASRIIE05;ASRRSI01;ASRRSI02;ASRRSI03;ASRRSI04;ASRRSI05;ASRIBM01;ASRIBM02;ASRIBM03;ASRIBM04;ASRIBM05
50420106;2;3;2;3;1;2;1;2;1;1;2;1;1;1;2;2;1;3;3;3;1;1;2;2;2;2;3;3;1;1;2;1;4;1;1;3;4;4;4;3;3;4;3;3;3;1;1;1;2;1;1;1;1;1;3;2;1;1;3;2;1;1;1;1;2;2;3;2;2;2;2;1;1;3;1;1;4;4;4;4;10.67;12.07225;0.075694;1;49;433.62822;409.64285;406.00929;399.30761;428.39726;400.69187;366.94217;383.96509;402.48472;465.00715;412.33974;407.27406;396.89886;427.35685;445.11634;342.98428;407.04988;392.31514;394.31707;403.9486;365.50166;427.52467;390.2943;415.64711;404.2759;2;2;2;1;2
50420107;1;4;1;2;1;1;1;2;1;2;2;1;2;2;1;2;5;2;3;2;3;2;2;2;4;3;2;2;1;2;1;1;1;2;1;1;4;3;4;4;4;3;2;4;4;2;2;1;9;1;2;1;2;1;2;2;2;2;3;1;2;1;2;2;3;2;3;2;2;2;3;2;3;2;2;2;2;3;3;3;10.17;12.07225;0.075694;1;49;512.25903;535.27198;536.85543;508.70231;540.57516;525.96209;592.17945;580.34459;596.62131;565.42465;472.79122;553.93005;528.58203;525.19597;528.17564;565.55732;612.05873;592.01986;572.38257;590.23455;504.66791;550.4262;532.02548;510.31631;507.76276;3;3;3;3;3
50420108;1;14;1;4;1;2;1;2;1;2;2;2;2;2;2;2;5;1;2;1;1;4;4;3;3;9;2;3;1;1;1;1;4;1;1;4;2;4;3;3;2;1;3;3;4;2;1;1;2;3;4;1;1;1;2;3;1;9;1;1;1;1;3;2;2;2;1;1;2;2;1;1;1;2;1;1;1;2;4;4;10.58;12.07225;0.075694;1;49;391.15272;420.70861;380.5774;412.06089;381.53532;368.11355;394.94663;399.54076;362.95422;411.15056;396.59746;402.01655;413.47919;380.61264;413.08305;439.50497;409.9958;395.92743;365.67416;388.75266;442.03697;410.26711;396.51815;361.72644;389.80276;1;2;1;2;1
50420109;1;15;1;3;1;1;1;2;1;1;1;1;1;2;1;2;5;3;1;2;3;1;1;1;2;2;2;2;1;2;2;2;1;1;1;3;2;3;4;4;3;3;3;4;4;2;1;1;2;1;1;1;1;1;2;2;2;3;1;1;1;1;2;1;2;1;1;2;3;2;2;2;1;1;1;1;3;3;4;4;11.33;12.07225;0.075694;1;49;420.29998;470.6696;486.64317;499.62035;497.91915;522.0525;484.05568;482.34529;507.21793;469.53966;491.87144;425.87616;495.94952;461.97903;460.50357;457.2306;460.54142;450.91438;492.79902;471.50057;456.9147;460.50126;440.56294;482.98699;451.21415;2;2;3;3;3
50420110;1;5;1;3;1;1;1;2;1;1;1;1;1;2;2;2;5;3;9;2;3;1;1;2;2;3;1;2;1;2;2;1;1;1;1;3;4;4;4;4;4;4;1;1;4;1;1;1;1;1;1;1;9;1;3;4;1;3;1;1;2;1;2;1;2;1;1;2;3;1;9;1;1;1;1;1;9;2;3;4;11.67;12.07225;0.075694;1;49;385.62658;392.15228;379.10787;400.75268;406.26214;386.30285;389.76655;393.27267;376.10399;400.29173;338.52165;372.30761;316.13327;324.15995;368.752;406.26463;395.69905;376.25555;317.31974;383.44587;406.94447;394.82894;395.50948;312.47176;423.87675;1;1;1;2;2
50420111;2;16;2;2;9;2;1;1;1;2;2;1;1;1;2;2;1;1;1;2;3;3;1;1;2;1;1;1;2;1;1;1;1;1;1;2;4;3;4;4;4;4;4;4;4;1;1;1;2;1;1;1;1;1;4;2;2;3;3;2;4;2;3;1;2;2;3;3;3;2;3;2;3;4;1;1;1;1;1;1;12.17;12.07225;0.075694;1;49;473.39412;490.33282;486.28644;500.76817;474.19166;506.17598;513.63975;471.44656;446.37494;529.86443;481.66039;462.87447;468.09036;446.41866;500.96472;464.73368;522.0614;443.81068;515.77541;534.58546;441.17069;521.96189;418.61524;495.45451;513.71184;2;3;3;3;2
50420112;1;17;1;3;1;1;2;1;2;2;2;1;2;1;1;2;1;3;2;1;2;1;2;1;2;3;2;3;1;1;1;2;4;1;1;1;1;2;1;2;1;3;4;3;1;1;1;2;3;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;3;1;1;2;1;2;1;1;9;9;2;11.58;12.07225;0.075694;1;49;269.30206;340.17863;306.29002;348.88561;308.49174;379.38782;350.48961;329.90532;269.89481;347.58759;367.89891;338.83963;283.98344;302.75703;330.77281;318.57728;284.31923;271.3176;301.05332;305.9786;337.16034;305.07108;305.92959;285.30687;325.37504;1;1;1;1;1
50420115;2;6;2;3;3;2;1;2;1;1;2;2;1;2;2;2;5;1;3;2;1;1;3;1;1;1;3;2;4;2;4;4;1;3;3;4;4;3;4;4;4;4;4;4;4;1;2;1;2;1;1;1;1;1;3;2;2;3;3;1;4;1;4;2;1;3;3;4;4;2;1;1;3;2;1;1;4;4;4;4;10.83;12.07225;0.075694;1;49;477.22626;510.29528;510.03426;539.02409;521.05636;506.77613;528.30157;524.25061;500.76036;536.83397;494.85734;520.17967;516.91355;498.10816;522.52176;528.28607;495.74283;510.9103;487.29231;517.73622;507.07748;509.60991;531.5889;482.96995;521.22488;3;3;3;3;3
50420116;2;7;2;3;2;1;2;2;1;1;2;1;1;1;2;2;5;1;2;1;1;1;1;1;3;3;2;2;1;2;1;2;2;3;1;1;1;1;1;1;1;3;1;1;2;2;3;4;3;2;4;2;2;1;2;1;1;2;1;2;1;4;1;1;3;3;2;1;2;3;1;1;2;1;1;2;1;4;4;3;10.5;12.07225;0.075694;1;49;444.67441;426.38069;453.45071;418.8314;464.09255;402.23403;452.78665;408.41001;465.91823;438.35974;420.77974;488.33731;426.1867;431.16232;458.85981;426.68133;439.52903;435.13981;369.68737;473.90067;468.96152;459.03123;455.40889;368.22578;493.00673;2;2;2;2;2
50420117;2;18;2;2;9;1;1;2;1;1;1;1;1;2;2;2;1;2;1;2;1;1;4;1;2;4;1;4;1;1;1;1;2;1;1;3;1;4;4;4;3;2;1;3;4;1;1;2;4;2;1;1;1;1;2;1;1;1;1;1;2;1;1;4;2;1;1;1;1;2;1;1;1;2;1;2;2;1;2;4;11.08;12.07225;0.075694;1;49;361.78248;377.22562;358.38318;353.13038;343.90312;401.4227;399.64714;434.91416;331.12753;361.23557;415.99307;404.20357;406.11826;338.22516;370.76337;417.78447;379.04634;444.24119;415.00131;391.60191;378.17031;358.83978;403.50033;359.41962;371.59068;1;1;1;1;1
50420118;2;10;2;4;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;3;3;1;2;1;2;3;1;1;1;3;1;4;2;3;1;1;2;4;3;1;1;1;3;1;4;3;4;4;1;2;1;1;1;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;1;3;4;4;4;11.92;12.07225;0.075694;1;49;322.4197;325.23739;301.56349;296.61385;342.93539;313.35258;318.18534;271.61661;363.07728;327.39799;313.35136;265.78922;276.37247;324.41203;275.60364;337.52347;349.79798;298.70859;389.64584;338.01107;312.10322;345.76024;298.62041;328.61902;296.93585;1;1;1;1;1
50420119;2;8;2;3;2;1;1;2;1;2;1;1;1;1;2;1;3;3;1;2;2;1;1;2;1;3;3;1;1;1;1;1;2;1;1;1;3;1;4;2;4;4;1;1;4;1;1;1;4;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;1;9;1;1;4;1;1;1;1;1;1;1;2;3;4;3;10.75;12.07225;0.075694;1;49;452.91361;462.84305;435.24733;448.66616;448.97661;451.73203;427.32525;485.81498;508.26404;443.51955;478.61434;445.59627;488.99852;496.98939;439.34173;472.97818;454.2651;499.15745;448.28742;466.69738;497.87602;453.23377;492.62769;422.99015;466.10423;2;2;2;2;2
50420121;1;12;1;3;2;1;1;2;1;1;1;1;1;1;1;2;2;1;3;2;2;2;1;1;3;2;1;2;1;2;2;1;4;1;1;1;4;3;4;4;4;4;4;4;4;2;2;1;1;1;2;1;1;2;3;3;1;1;2;1;2;1;2;2;2;2;3;2;2;1;2;3;2;1;2;2;2;1;9;2;9.75;12.07225;0.075694;1;49;390.45792;368.06264;421.28524;388.97971;366.48944;406.88575;396.4526;406.10889;377.16887;394.13997;422.27427;371.60294;401.46447;341.64778;369.23325;413.12685;500.15056;395.83143;432.84242;386.44046;373.84304;461.48731;374.91309;411.44649;387.12295;1;1;2;1;1
50420301;2;13;2;4;1;1;2;2;1;1;2;1;1;2;2;2;5;1;4;1;1;1;1;1;4;4;1;1;1;4;4;4;4;4;1;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;4;4;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10.08;12.07225;0.075694;1;49;388.02831;354.09327;327.80556;354.74685;334.61277;368.06643;415.92851;386.08624;371.48223;379.21235;352.42643;370.62285;317.04954;317.02116;336.35931;369.2016;417.13134;382.28472;359.14382;400.57656;368.59931;389.10911;383.07371;359.86199;337.87404;1;1;1;1;1
50420302;2;14;2;3;5;1;1;2;1;1;1;1;1;1;2;1;5;1;1;3;3;9;9;9;2;1;1;2;2;1;2;2;1;2;2;1;1;1;1;2;2;2;2;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10.5;12.07225;0.075694;1;49;383.36458;411.54316;404.61261;425.01688;435.52126;475.89732;452.09584;397.61078;433.57845;441.94031;458.0402;414.96742;390.75629;417.70904;431.71391;457.2592;478.58673;441.31797;409.36177;441.8321;420.9898;435.19821;422.44918;367.08731;421.39172;1;2;2;2;2
50420303;1;9;1;3;1;1;1;1;1;1;1;1;2;2;1;2;2;3;4;2;1;1;1;1;4;1;1;4;2;3;2;1;4;1;1;3;4;4;4;4;4;4;4;4;4;2;1;1;2;2;2;1;1;1;3;1;1;1;1;2;1;1;3;1;9;3;2;1;1;4;4;3;1;1;1;1;1;1;1;4;10.92;12.07225;0.075694;1;49;427.26234;450.6944;453.72318;449.72191;393.4941;454.08522;483.60805;383.94276;413.33198;429.46633;481.05932;507.78796;369.33758;387.75224;436.12764;466.39237;364.76736;402.53158;405.39763;445.27522;426.97779;364.8374;338.22172;384.72643;395.70589;2;2;2;2;1
50420304;2;1;2;4;1;1;1;1;1;1;2;1;1;1;2;9;1;4;4;3;2;3;2;1;2;2;1;2;1;4;2;1;3;2;1;9;2;3;4;2;3;2;2;4;4;2;3;2;1;2;3;4;1;9;1;2;1;2;2;1;2;2;1;1;2;3;2;3;1;2;2;1;3;2;2;1;3;2;3;1;11.5;12.07225;0.075694;1;49;318.93043;333.69847;337.33735;315.74186;379.7736;368.71065;310.7826;325.40762;367.50115;359.72514;368.91796;349.18686;336.47129;364.02772;332.46888;362.91521;371.75194;315.46611;393.43314;317.22114;326.23373;351.80129;324.49732;393.00287;337.73526;1;1;1;1;1
50420305;1;2;1;3;1;1;1;1;1;2;1;2;2;2;2;2;5;1;1;3;3;1;1;1;3;3;4;2;1;4;3;2;9;4;4;1;4;2;4;4;4;2;1;4;3;1;1;2;1;1;2;1;1;1;1;1;1;1;2;3;1;2;1;4;2;1;1;1;2;2;2;1;1;2;4;1;2;2;2;1;10.5;12.07225;0.075694;1;49;404.56299;301.56673;323.87151;329.71675;327.29071;329.8373;317.28134;311.8285;301.61424;413.34922;283.54309;314.32423;281.98246;303.59149;372.93361;342.71438;380.9102;336.92413;324.93272;294.29912;348.42799;364.51628;336.21807;345.78477;293.85756;2;1;1;1;1
50420306;1;3;1;2;2;1;1;2;1;2;2;1;1;2;1;2;5;1;2;2;2;1;1;1;2;1;1;2;1;3;2;1;1;3;1;4;9;4;4;3;2;4;4;4;4;3;2;1;1;2;2;2;1;1;2;2;2;3;2;1;2;1;2;4;4;3;3;3;1;3;3;3;2;2;1;1;4;4;4;4;10.5;12.07225;0.075694;1;49;566.8591;535.15984;566.1695;530.49166;549.56139;575.06074;514.71544;562.29061;548.78655;545.80154;554.13345;513.97195;541.85298;529.08232;509.16487;530.20438;552.20996;525.57187;504.84675;552.15504;550.45214;572.56183;566.79674;565.46702;594.03061;4;3;4;3;3
50420307;1;15;1;3;1;2;2;2;1;1;2;2;2;2;2;2;5;1;3;2;2;9;9;9;2;2;2;3;1;4;4;4;2;3;3;2;4;9;1;1;2;1;1;1;1;2;2;1;1;1;2;2;1;1;2;1;1;1;1;9;4;4;3;2;4;9;4;4;4;1;2;1;4;3;1;1;4;4;4;4;10.17;12.07225;0.075694;1;49;496.19046;487.96998;479.3769;399.97826;527.77963;438.94248;449.36054;495.32403;487.69291;423.9425;444.11832;448.71389;472.14387;482.31839;411.82279;532.70086;441.5305;421.59876;518.35043;468.98794;491.46241;463.97995;422.9477;477.17441;477.45641;3;3;3;1;3
50420309;2;4;2;9;1;1;1;2;1;1;1;9;1;1;2;2;5;2;2;1;1;4;4;4;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;4;1;4;4;1;2;1;2;1;2;1;2;1;1;2;2;2;1;11;12.07225;0.075694;1;49;385.11608;359.03326;404.52155;390.11234;345.01609;390.87305;407.74962;302.94474;366.25459;381.4626;431.14599;436.64781;314.84483;408.50617;376.14401;362.18153;371.69464;370.16515;408.33394;413.32768;333.79554;375.5197;349.31482;409.32041;389.13637;1;1;2;1;1
50420310;2;5;2;9;1;1;1;1;1;1;1;1;1;1;2;2;5;2;2;1;1;4;4;4;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;1;1;1;1;1;1;1;4;1;4;4;1;2;1;2;1;2;1;2;1;2;1;2;1;2;11.67;12.07225;0.075694;1;49;310.50041;318.74922;343.17668;332.17712;295.69498;333.50091;313.57725;327.26691;269.76898;375.78943;350.9318;261.21337;324.17793;295.0257;375.01688;368.39689;362.8003;382.66605;310.86833;343.84363;346.63639;390.81616;374.88438;313.79314;343.8145;1;1;1;1;1
50420311;1;6;1;2;1;1;1;2;1;1;1;2;2;2;1;2;5;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;4;4;1;4;9;1;1;1;9;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;2;1;1;1;1;2;2;1;1;1;1;1;9;2;1;4;10.67;12.07225;0.075694;1;49;304.31793;355.95219;352.04409;299.17522;313.29431;365.19024;344.43562;333.66887;359.11088;361.67682;360.28795;315.68983;306.55045;354.54824;330.50531;335.93307;340.62914;364.50979;354.92975;341.43799;296.28074;323.82445;344.97609;335.56382;321.30091;1;1;1;1;1
50420312;2;7;2;1;2;1;1;2;1;1;2;1;1;1;1;2;1;2;3;1;1;2;2;2;3;2;1;1;1;2;2;2;1;1;1;3;4;2;4;4;4;4;4;4;4;2;2;2;2;2;3;2;2;2;1;1;1;1;1;1;1;1;4;2;2;3;4;2;3;2;2;2;2;2;1;1;3;4;4;9;10.5;12.07225;0.075694;1;49;452.01588;498.80807;412.40343;430.74303;409.77173;470.22971;460.99141;374.63425;424.419;406.21393;513.05499;495.89245;430.03966;482.20036;446.76267;519.25823;421.19383;487.15373;444.35222;469.99445;454.93807;421.65358;436.09466;424.6249;470.35764;2;3;2;2;2
50420313;2;16;2;3;9;1;1;1;1;1;1;1;1;1;1;1;5;4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11.33;12.07225;0.075694;1;49;443.22201;431.27077;407.805;453.28566;440.68917;441.62795;429.42149;437.83285;432.30429;440.25705;445.891;458.99591;418.01095;406.26791;405.71853;414.60214;420.71056;429.35881;388.65824;408.51485;435.92187;458.92782;450.56968;403.06227;434.36767;2;2;2;2;2
50420314;1;17;1;1;1;1;2;2;1;2;2;1;2;2;1;2;3;2;3;2;2;2;2;1;4;3;2;3;1;4;2;2;2;4;1;4;4;4;4;4;4;4;4;4;4;3;3;2;2;1;2;3;2;2;1;1;1;3;3;1;1;1;3;1;4;4;2;2;3;3;2;2;2;2;1;2;2;3;3;3;10.08;12.07225;0.075694;1;49;564.55018;495.78935;546.1024;534.60279;582.34774;537.83509;542.55673;525.37904;555.05064;520.56598;498.20251;467.06409;474.20391;521.09706;496.11989;499.95106;534.74157;484.36459;466.78995;495.16836;519.7331;556.35409;505.09062;484.54783;493.78912;4;3;3;3;4
50420315;1;18;1;2;3;2;1;1;1;2;1;2;2;2;2;2;5;2;1;2;2;1;1;1;2;1;1;1;4;1;2;2;1;2;2;4;4;4;9;4;3;3;4;4;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;4;3;1;1;3;1;4;1;1;1;1;1;1;1;4;4;4;4;10.17;12.07225;0.075694;1;49;514.69618;417.08051;519.77019;501.08122;530.30702;479.46261;555.94784;487.17472;502.46285;538.197;486.07549;545.9128;461.66988;498.77039;509.41657;535.41911;518.54153;514.24921;503.25995;533.86687;573.86441;536.02902;536.63585;546.4593;583.37753;3;2;3;3;3
50420316;1;10;1;3;1;1;1;2;1;2;1;2;1;2;1;2;1;9;3;2;2;1;1;1;2;2;1;1;1;2;2;1;4;1;1;1;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;11;12.07225;0.075694;1;49;362.15436;404.59514;367.37971;319.80023;323.46982;390.65292;379.89561;405.09096;345.11371;403.39678;355.51462;388.17934;363.17629;319.60306;402.42351;406.88045;354.40258;338.52186;352.86598;340.13845;389.11931;354.47518;339.21177;352.92284;364.75049;1;2;1;1;1
50420317;2;8;2;2;2;1;1;2;1;1;2;1;2;2;1;1;4;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;2;2;2;4;4;4;4;4;1;1;1;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;2;4;1;1;1;1;1;1;1;4;4;4;4;11.33;12.07225;0.075694;1;49;465.23593;438.88588;457.83328;440.25372;426.68385;437.70675;463.46782;455.15114;449.92586;462.91773;444.398;409.6562;496.51739;456.18451;455.64295;457.44127;458.37483;461.71958;465.45954;476.02415;446.07938;427.47949;447.90061;461.88645;476.24026;2;2;2;2;2
50420318;1;11;1;3;1;1;1;2;1;9;1;2;1;1;2;2;1;1;1;2;2;1;2;2;3;2;1;2;1;2;2;1;4;2;1;1;4;1;1;1;1;1;4;1;1;2;4;1;1;1;1;1;1;2;1;1;1;3;1;1;1;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10.75;12.07225;0.075694;1;49;352.10269;312.48656;287.02035;260.81799;273.85946;352.55314;363.76653;332.96055;248.74398;345.55694;369.68879;329.96183;308.06988;224.90204;324.09252;356.6965;312.34464;290.16201;358.14093;303.07304;329.68199;313.77011;271.84298;330.51426;302.78677;1;1;1;1;1
50420319;2;9;2;9;1;1;1;1;1;2;1;1;1;1;2;2;1;1;3;3;9;1;1;1;2;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;9;4;4;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10.75;12.07225;0.075694;1;49;345.44412;328.70498;372.4494;363.00995;393.27152;382.74356;340.95324;385.13201;327.68531;430.22698;372.95599;347.03875;372.5846;342.71328;419.01151;352.3499;397.99544;373.27162;421.13156;367.09623;308.38374;363.34539;327.96608;385.72029;346.09101;1;1;1;1;1
50420320;2;12;2;1;1;1;1;1;1;1;1;1;1;1;2;2;5;2;3;2;2;1;1;2;2;2;1;2;1;2;1;1;1;2;1;2;2;4;4;4;4;4;4;4;4;2;2;2;2;3;2;1;1;1;2;3;2;2;2;3;2;3;1;1;3;2;2;1;1;1;2;2;2;3;2;2;2;2;3;3;10.58;12.07225;0.075694;1;49;497.06245;470.55089;512.9228;515.46379;480.19694;480.68897;541.0411;485.78102;464.04639;474.45208;485.00596;496.93929;496.47716;441.96811;424.16425;460.48244;464.23452;474.42956;446.27969;455.9364;481.34856;483.84804;494.87644;487.68963;476.40734;3;2;3;3;3
50420321;2;13;2;3;1;1;1;2;1;2;1;1;2;1;1;2;5;1;9;3;2;1;1;1;1;2;1;1;1;3;2;1;2;2;1;4;2;1;4;4;4;2;4;4;4;4;3;1;9;1;2;1;2;1;2;2;2;3;2;1;2;1;3;4;4;3;3;3;1;4;3;3;2;1;2;2;3;4;3;3;12.42;12.07225;0.075694;1;49;382.4068;349.88845;342.78744;394.31995;403.5692;384.55491;409.11943;402.93575;373.71946;438.95813;373.12707;404.88103;429.00095;405.07996;405.99331;395.92871;416.70055;354.88705;388.56033;366.75519;367.31779;358.10595;314.53173;391.46472;327.14547;1;1;1;1;2
50420322;2;1;2;4;1;1;1;2;1;2;1;2;1;2;2;2;5;1;3;2;3;1;3;4;3;2;4;4;3;4;4;3;2;2;1;2;4;4;4;3;2;3;4;4;2;4;4;1;2;2;4;2;1;1;2;1;2;3;4;2;3;2;4;1;4;4;4;4;4;4;4;4;4;4;2;2;3;1;3;4;10.25;12.07225;0.075694;1;49;483.73238;459.29063;462.41319;481.07871;459.92314;505.46042;471.40261;504.23331;482.68584;498.7677;505.20375;466.86199;523.58334;518.68503;485.62938;482.93133;475.71474;462.0651;466.82762;504.80878;482.00133;496.23226;503.56429;491.42786;524.11793;3;2;2;3;2
50420323;1;14;1;2;2;2;1;2;1;1;1;1;1;1;1;2;5;2;2;2;3;1;2;1;2;2;3;2;1;4;3;3;2;4;3;1;1;1;3;2;2;2;2;3;2;3;3;2;3;2;2;2;2;2;1;1;1;1;1;1;1;1;4;2;1;2;3;2;1;4;4;2;4;4;1;4;4;1;4;4;11.25;12.07225;0.075694;1;49;437.25794;485.24865;463.91009;442.93169;424.36703;434.35874;447.08047;420.14312;391.62535;468.56875;457.74557;450.25396;451.47186;447.22284;494.4511;466.69728;451.38367;436.24942;475.54233;417.91803;466.68558;464.91578;447.8362;448.35845;425.09332;2;3;2;2;2
50430101;1;5;1;3;4;2;1;1;1;2;2;1;2;2;1;2;5;2;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;2;1;1;2;1;1;1;1;4;3;3;3;3;1;1;2;2;3;1;1;1;2;4;2;1;1;1;1;1;1;4;4;4;4;10;15.938113;0.099934;1;2;633.01422;590.80297;603.19908;582.22652;577.59882;581.67504;565.46696;572.13313;603.96148;594.69874;556.90604;561.96794;560.33274;584.8619;584.29511;556.63859;575.93844;597.05354;554.51517;580.0779;577.43622;637.2634;623.46508;574.80681;600.7708;5;4;4;4;4
50430102;1;15;1;1;3;1;1;1;1;2;1;1;1;2;1;2;5;3;3;2;2;2;3;2;3;3;3;3;4;1;2;2;2;2;1;4;4;4;4;4;3;4;4;4;4;2;2;1;2;2;3;2;3;1;4;3;3;3;3;1;1;3;2;1;2;2;3;2;4;3;2;2;1;1;2;2;2;3;3;3;10;15.938113;0.099934;1;2;609.68581;639.6361;614.35011;619.02763;632.93835;625.34667;626.44092;563.42007;703.04685;600.02164;661.08767;612.607;571.24228;676.01651;599.82112;606.52892;653.03245;623.85258;616.52959;580.39432;602.12807;632.8606;622.872;640.23605;572.99698;4;5;4;4;5
50430103;2;16;2;1;3;1;1;1;1;2;2;2;1;2;2;2;5;4;3;1;2;1;1;2;1;2;1;1;1;2;2;1;1;2;1;3;4;2;4;4;3;4;4;4;4;2;1;1;4;2;2;1;1;1;4;1;3;4;1;1;1;2;2;2;1;3;4;3;4;2;1;1;1;1;1;1;2;4;4;4;10.42;15.938113;0.099934;1;2;570.17047;589.75408;557.82161;601.56136;581.71182;542.1823;590.39241;539.47716;531.6519;612.03211;552.62172;595.14961;582.6347;612.08828;652.69449;564.06259;601.47871;584.56941;557.07254;625.3691;605.11622;645.79514;603.46177;577.56443;632.61218;4;4;4;4;4
50430104;2;17;2;1;4;1;1;1;1;1;1;2;1;2;2;2;5;2;3;2;3;1;1;1;2;1;1;1;1;4;2;2;1;1;1;4;4;4;4;4;4;4;4;4;4;3;1;1;2;1;1;1;1;1;3;4;4;4;4;2;2;1;2;1;2;2;2;4;2;4;4;3;2;2;1;1;1;4;4;1;10.42;15.938113;0.099934;1;2;556.41163;554.24695;526.75422;554.78604;544.49748;611.22664;526.13857;523.85374;575.66508;530.63021;597.17318;530.9125;549.92656;585.48851;568.10097;552.48606;602.18944;548.16059;546.55486;519.94205;552.5512;608.1511;548.25999;570.00277;540.93845;4;4;3;4;3
50430105;2;6;2;1;3;1;1;1;1;1;1;1;1;2;2;1;5;1;2;3;3;1;2;1;2;2;1;3;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;1;2;1;2;1;1;4;1;1;1;1;1;1;1;3;4;4;4;9.83;15.938113;0.099934;1;2;577.843;661.66349;593.42807;577.3105;631.2553;659.11471;580.14818;626.10956;579.80854;550.36686;625.77198;579.48182;597.98637;584.61022;568.10056;566.97288;578.20248;593.36016;566.93867;593.97686;551.254;600.37744;594.1224;564.59181;605.50711;4;5;4;4;5
50430106;1;7;1;1;4;2;1;1;2;2;2;2;2;2;1;2;5;3;4;1;1;1;1;1;1;1;3;2;4;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;2;2;2;2;4;1;1;4;1;3;1;1;1;1;4;1;1;1;1;1;1;1;4;4;4;4;10.08;15.938113;0.099934;1;2;492.36371;521.04896;540.42327;534.48824;492.19459;552.37961;545.64919;491.34728;533.72111;525.68066;559.25811;555.70025;488.62481;556.45075;517.13732;536.78947;537.89935;491.27453;508.08657;506.16105;557.67799;557.81395;510.51426;529.10346;533.37936;3;3;3;3;3
